brand_name,generic_name,sku,unit,quantity,biologic_delivery
Empaveli,pegcetacoplan,1396,mg,24,oral
Empliciti,elotuzumab,1397,mg,66,oral
EMSAM,selegiline_transdermal,1398,mg,79,oral
Emtriva,emtricitabine,1399,mg,35,oral
Emverm,mebendazole,1400,mg,17,oral
Enbrel,etanercept,1401,mg,95,intravenous injection
Enfamil,infant_formula,1402,mg,69,suppository
Engerix-B,hepatitis_B_vaccine_(recombinant),1403,mg,45,oral
Enhertu,fam-trastuzumab_deruxtecan-nxki,1404,mg,48,oral
Enspryng_injection,satralizumab-mwge,1405,mg,37,oral
Ensure,Ensure,1406,mg,96,oral
Ensure_Plus,Ensure_Plus,1407,mg,51,oral
Entresto,sacubitril/valsartan,1408,mg,36,oral
Entyvio_Injection,vedolizumab,1409,mg,60,oral
Envarsus_XR,tacrolimus_extended-release_tablets,1410,mg,79,oral
Epclusa,sofosbuvir/velpatasvir_tablet,1411,mg,78,intravenous injection
Epidiolex,cannabidiol,1412,mg,12,suppository
Epinephrine_auto_injector_.15mg,epinephrine_auto_injector,1413,mg,66,oral
EpiPen,epinephrine,1414,mg,19,oral
EpiPen_Jr,epinephrine,1415,mg,85,oral
Epivir,lamivudine,1416,mg,74,oral
Eprontia,topiramate_solution,1417,mg,44,oral
Equetro,carbamazepine,1418,mg,98,oral
Eraxis,anidulafungin_IV,1419,mg,34,oral
Erbitux,cetuximab,1420,mg,39,oral
Erivedge,vismodegib,1421,mg,68,intravenous injection
Erleada_Tablets,apalutamide,1422,mg,67,suppository
Esbriet,pirfenidone,1423,mg,20,oral
Esperoct_solution,antihemophilic_factor_recombinant_injection;_iv_lyophilized_powder,1424,mg,94,oral
Estring,estradiol_vaginal_ring,1425,mg,78,oral
Eucrisa,crisaborole_ointment,1426,mg,47,oral
Euflexxa,sodium_hyaluronate,1427,mg,37,oral
Evenity,romosozumab,1428,mg,34,oral
Evista,raloxifene_tablet,1429,mg,70,oral
Evkeeza,evinacumab-dgnb_injection,1430,mg,61,oral
Evoclin,clindamycin_phosphate,1431,mg,26,intravenous injection
Evomela,melphalan_injection,1432,mg,57,suppository
Evrysdi,risdiplam,1433,mg,4,oral
Exjade,deferasirox,1434,mg,9,oral
Exkivity,mobocertinib,1435,mg,9,oral
Exondys_51,eteplirsen_injection,1436,mg,34,oral
Extavia,interferon_beta-1b,1437,mg,39,oral
Eylea_injection,aflibercept,1438,mg,44,oral
Famvir,famciclovir_tablet,1439,mg,57,oral
Farxiga_Tablet,dapagliflozin,1440,mg,78,oral
Fasenra,benralizumab,1441,mg,46,intravenous injection
Fasenra_Pen,benralizumab,1442,mg,83,suppository
Faslodex,fulvestrant,1443,mg,42,oral
Feiba_VH_powder,coagulant_complex_inhibitor,1444,mg,52,oral
Felbatol,felbamate,1445,mg,81,oral
Feldene,piroxicam,1446,mg,40,oral
Fensolvi,leuprolide_acetate,1447,mg,9,oral
Feraheme_Injection,ferumoxytol,1448,mg,57,oral
Ferriprox,deferiprone,1449,mg,80,oral
Fetzima_Extended_Release_Capsules,levomilnacipran,1450,mg,70,oral
Fiasp,insulin_aspart_injection,1451,mg,90,intravenous injection
Fintepla,fenfluramine,1452,mg,35,suppository
Firdapse,amifampridine_tablet,1453,mg,95,oral
Flagyl,metronidazole,1454,mg,86,oral
Flector_Patch_1.3%,diclofenac_epolamine_topical_patch,1455,mg,63,oral
Fleqsuvy,baclofen_oral_suspension,1456,mg,47,oral
Flexeril,Cyclobenzaprine,1457,mg,80,oral
Flovent_Diskus_100mcg,fluticasone_propionate_inhalation_power,1458,mg,28,oral
Flovent_Diskus_250_mcg,fluticasone_propionate_inhalation_power,1459,mg,24,oral
Flovent_Diskus_50mcg,fluticasone_propionate_inhalation_power,1460,mg,83,oral
Flovent_HFA_110_mcg,fluticasone_propionate_inhalation_aerosol,1461,mg,83,intravenous injection
Flovent_HFA_220_mcg,fluticasone_propionate_inhalation_aerosol,1462,mg,76,suppository
Flovent_HFA_44_mcg,fluticasone_propionate_inhalation_aerosol,1463,mg,59,oral
Flumist_Quadrivalent,"Influenza_Vaccine_Live,_Intranasal",1464,mg,60,oral
Folotyn,pralatrexate_injection,1465,mg,22,oral
Forteo,teriparatide,1466,mg,8,oral
Fosrenol,lanthanum_carbonate,1467,mg,59,oral
Fotivda,tivozanib,1468,mg,15,oral
Fragmin,dalteparin_sodium,1469,mg,21,oral
Fulphila,pegfilgrastim-jmdb,1470,mg,61,oral
Fuzeon,enfuvirtide,1471,mg,94,intravenous injection
Fyarro_injection,sirolimus_albumin-bound_nanoparticles,1472,mg,47,suppository
Fycompa_Tablet,perampanel,1473,mg,84,oral
Fylnetra,pegfilgrastim-pbbk,1474,mg,92,oral
Galafold,migalastat,1475,mg,35,oral
Galzin,zinc_acetate,1476,mg,79,oral
Gamifant,emapalumab-lzsg,1477,mg,13,oral
Gammaplex_iv,immune_globulin;_intravenous_iv,1478,mg,65,oral
Gamunex-C,immune_globulin;_intravenous,1479,mg,38,oral
Gardasil_9,human_papillomavirus_9valent_recombinant,1480,mg,43,oral
Gavreto,pralsetinib,1481,mg,58,intravenous injection
Gazyva,obinutuzumab,1482,mg,55,suppository
Gelnique,oxybutynin_chloride,1483,mg,28,oral
Gelsyn-3,3_injection_hyaluronic_acid,1484,mg,21,oral
Gengraf_Capsules,"cyclosporine_capsules,_USP_modified",1485,mg,63,oral
Genotropin,somatropin,1486,mg,15,oral
Genvoya,elvitegravir/cobicistat/emtricitabine/tenofovir_alafenamide,1487,mg,39,oral
Gilenya,fingolimod,1488,mg,59,oral
Gilotrif_Tablet,afatinib,1489,mg,38,oral
Gimoti,metoclopramide,1490,mg,50,oral
Givlaari,givosiran,1491,mg,94,intravenous injection
Gleevec,imatinib_mesylate,1492,mg,11,suppository
Gleostine_capsule,lomustine,1493,mg,7,oral
Gliadel_Wafer,polifeprosan_20_with_carmustine_implant,1494,mg,52,oral
GlucaGen_Hypokit,glucagon_(rDNA)_for_injection,1495,mg,2,oral
Glucerna_1.0_Cal,glucerna,1496,mg,24,oral
Glucerna_1.2_Cal,Glucerna,1497,mg,38,oral
Glucerna_1.5_Cal,glucerna,1498,mg,16,oral
Glucerna_Shake,Glucerna_Shake,1499,mg,97,oral
Glucotrol,glipizide,1500,mg,84,oral
Glutarex-1_Powder,Glutarex-1_Powder,1501,mg,92,intravenous injection
Glutarex-2_Powder,Glutarex-2_Powder,1502,mg,48,suppository
Glynase_PresTab,micronized_glyburide,1503,mg,60,oral
Glyxambi_Tablet,empagliflozin/linagliptin,1504,mg,87,oral
Gocovri,amantadine;_extended_release_capsule,1505,mg,31,oral
Granix_Injection,tbo-filgrastim,1506,mg,82,oral
Gvoke_PFS,glucagon_injection,1507,mg,11,oral
Haegarda,C1_esterase_inhibitor_human_injection;_subcutaneous,1508,mg,80,oral
Halaven_Injection,eribulin_mesylate,1509,mg,43,oral
Halcion,triazolam,1510,mg,69,oral
Harvoni_tablet,ledipasvir/sofosbuvir,1511,mg,77,intravenous injection
Hemabate,"carboprost_tromethamine,USP",1512,mg,49,suppository
Hemady,dexamethasone_tablet,1513,mg,38,oral
Hemlibra,emicizumab-kxwh,1514,mg,84,oral
Hemofil-M_injection,antihemophilic_factor_human,1515,mg,26,oral
Herceptin,trastuzumab,1516,mg,32,oral
Herceptin_Hylecta,trastuzumab_and_hyaluronidase-oysk,1517,mg,51,oral
Herzuma,trastuzumab-pkrb,1518,mg,72,oral
Hetlioz,tasimelteon_capsule,1519,mg,5,oral
Hi-Cal_Drink,nutritional_supplement,1520,mg,61,oral
Hizentra_vial_20%,immune_globulin_subcutaneous_(human),1521,mg,13,intravenous injection
Hominex-1_Powder,Hominex-1_Powder,1522,mg,15,suppository
Hominex-2_Powder,Hominex-2_Powder,1523,mg,43,oral
Horizant,gabapentin_enacarbil,1524,mg,52,oral
Humalog_Injection,insulin_lispro_injection,1525,mg,6,oral
Humalog_KwikPen,insulin_lispro_injection,1526,mg,88,oral
Humalog_KwikPen_Mix_50/50,insulin_lispro_injection_(rDNA),1527,mg,5,oral
Humalog_KwikPen_Mix_75/25,insulin_lispro_injection_(rDNA),1528,mg,75,oral
Humalog_Mix_50/50,"50%_Insulin_Lispro_Protamine_Suspension,_50%_Insulin_Lispro_Injection_(rDNA)",1529,mg,82,oral
Humalog_Mix_75/25,human_insulin_lispro_(rDNA),1530,mg,80,oral
Humate-P,antihemophilic_factor/von_willebrand_factor_complex_(Human),1531,mg,72,intravenous injection
HUMIRA,adalimumab,1532,mg,78,suppository
Humulin_70/30,isophane_human_insulin_(rDNA);_human_insulin_(rDNA),1533,mg,85,oral
Humulin_N_Injection,NPH_human_insulin_(rDNA),1534,mg,3,oral
Humulin_R_Injection,Regular_human_insulin_(rDNA),1535,mg,39,oral
Humulin_R_U-500_Injection;_Concentrated,regular_insulin_human_[rDNA_Origin],1536,mg,28,oral
Hyalgan,hyaluronate_sodium,1537,mg,5,oral
Hycamtin,topotecan,1538,mg,68,oral
Hycamtin_injection,topotecan_HCl,1539,mg,28,oral
HyperHEP_B,hepatitis_B_immune_globulin_human_injection,1540,mg,90,oral
HyperRAB,rabies_immune_globulin_human_injection,1541,mg,17,intravenous injection
HyperTET,tetanus_immune_globulin_human_injection,1542,mg,37,suppository
I-Valex-1_Powder,I-Valex-1_Powder,1543,mg,41,oral
I-Valex-2_Powder,I-Valex-2_Powder,1544,mg,57,oral
Ibrance,palbociclib,1545,mg,12,oral
Iclusig,ponatinib,1546,mg,13,oral
Idamycin,idarubicin_hcl,1547,mg,32,oral
Idelvion,"coagulation_factor_IX_(recombinant),_albumin_fusion_protein",1548,mg,24,oral
Idhifa,enasidenib,1549,mg,89,oral
Ilaris,canakinumab,1550,mg,46,oral
Ilumya,tildrakizumab-asmn,1551,mg,39,intravenous injection
Iluvien,fluocinolone_acetonide_intravitreal_implant,1552,mg,98,suppository
Imbruvica,ibrutinib,1553,mg,9,oral
Imcivree,setmelanotide_injection;_subcutaneous,1554,mg,63,oral
Imfinzi,durvalumab,1555,mg,26,oral
Imitrex_(Nasal_Spray),sumatriptan_succinate,1556,mg,43,oral
Imjudo,tremelimumab-actl,1557,mg,18,oral
Imlygic,talimogene_laherparepvec,1558,mg,84,oral
Imovax,rabies_vaccine,1559,mg,56,oral
Impeklo,clobetasol_propionate,1560,mg,18,oral
Inbrija,levodopa_inhalation_powder,1561,mg,36,intravenous injection
Increlex_Injection,mecasermin,1562,mg,33,suppository
Incruse_Ellipta,umeclidinium_inhalation_powder,1563,mg,2,oral
InFed,infed,1564,mg,21,oral
Inflectra,infliximab-dyyb,1565,mg,29,oral
Ingrezza,valbenazine,1566,mg,62,oral
Injectafer,ferric_carboxymaltose_injection,1567,mg,57,oral
Inlyta,axitinib,1568,mg,77,oral
Inqovi,decitabine_and_cedazuridine,1569,mg,91,oral
Inrebic,fedratinib,1570,mg,45,oral
Inspra,eplerenone,1571,mg,3,intravenous injection
Intelence,etravirine,1572,mg,69,suppository
Intuniv_Extended_Release_Tablets,guanfacine,1573,mg,4,oral
Invega_Hafyera,paliperidone_palmitate,1574,mg,89,oral
Invega_Sustenna,paliperidone_palmitate,1575,mg,17,oral
Invega_Trinza,paliperidone_palmitate,1576,mg,54,oral
Invokamet,canagliflozin-metformin,1577,mg,64,oral
Invokamet_XR,canagliflozin/metformin_HCI,1578,mg,97,oral
Invokana,canagliflozin,1579,mg,78,oral
Iressa,gefitinib,1580,mg,13,oral
Isentress,raltegravir,1581,mg,92,intravenous injection
Isentress_HD_tablet,raltegravir,1582,mg,6,suppository
Istodax_injection,romidepsin,1583,mg,6,oral
Isturisa_tablet,osilodrostat,1584,mg,66,oral
Ixinity_injection,coagulation_factor_IX_(recombinant),1585,mg,53,oral
Jadenu_Sprinkle_granules,deferasirox,1586,mg,18,oral
Jadenu_Tablet,deferasirox,1587,mg,47,oral
Jakafi_Tablet,ruxolitinib,1588,mg,43,oral
Janumet,sitagliptin/metformin_HCL,1589,mg,35,oral
Janumet_XR,sitagliptin/metformia_HCI_extended_-release,1590,mg,39,oral
Januvia,sitagliptin_phosphate,1591,mg,71,intravenous injection
Jardiance_Tablet,empagliflozin,1592,mg,42,suppository
Jaypirca,pirtobrutinib,1593,mg,52,oral
Jelmyto,mitomycin,1594,mg,30,oral
Jemperl,dostarlimab,1595,mg,59,oral
Jentadueto_tablet,linagliptin/metformin_HCI,1596,mg,28,oral
Jentadueto_XR,linagliptin_and_metformin_hydrochloride_extended-release,1597,mg,91,oral
Jevity_1_Cal,Jevity_1_Cal,1598,mg,99,oral
Jevity_1.2_Cal,Jevity_1.2_Cal,1599,mg,42,oral
Jevity_1.5_Cal,Jevity_1.5_Cal,1600,mg,81,oral
Jevtana,cabazitaxel,1601,mg,10,intravenous injection
Jivi,antihemophilic_factor_(recombinant)_PEGylated,1602,mg,87,suppository
Joenja,leniolisib,1603,mg,87,oral
Jublia,efinaconazole,1604,mg,19,oral
Juluca,dolutegravir_and_rilpivirine,1605,mg,29,oral
Jynarque,tolvaptan,1606,mg,35,oral
Kadcyla,ado-trastuzumab_emtansine,1607,mg,46,oral
Kaletra_tablets,lopinavir/ritonavir_capsules,1608,mg,0,oral
Kalydeco,ivacaftor,1609,mg,2,oral
Kanjiniti,trastuzumab-anns,1610,mg,13,oral
Kanuma,sebelipase_alfa,1611,mg,76,intravenous injection
Katerzia,amlodipine_oral_suspension,1612,mg,41,suppository
Kazano,alogliptin_and_metformin_HCL,1613,mg,88,oral
Keller_Funnel_2,surgical_device,1614,mg,92,oral
Kerendia,finerenone,1615,mg,42,oral
Kesimpta_injection,ofatumumab,1616,mg,15,oral
Ketonex-1_Powder,Ketonex-1_Powder,1617,mg,36,oral
Ketonex-2_Powder,Ketonex-2_Powder,1618,mg,29,oral
Keveyis_tablet,dichlorphenamide_tablet,1619,mg,1,oral
Kevzara,sarilumab,1620,mg,2,oral
Keytruda,pembrolizumab,1621,mg,35,intravenous injection
Khapzory,levoleucovorin_injection,1622,mg,99,suppository
Kimmtrak,tebentafusp-tebn,1623,mg,69,oral
Kimyrsa,oritavancin_injection,1624,mg,78,oral
Kineret,anakinra,1625,mg,93,oral
Kisqali,ribociclib,1626,mg,73,oral
Kisqali_Femara_Co-Pack_tablets,ribociclib_and_letrozole,1627,mg,38,oral
Klor-Con_8mEQ,potassium_chloride_ER_tablet,1628,mg,33,oral
Klor-Con_M10,potassium_chloride_ER_tablet,1629,mg,21,oral
Kombiglyze_XR,saxagliptin/metformin_hcl_extended-release,1630,mg,56,oral
Korlym_tablets,mifepristone,1631,mg,58,intravenous injection
Koselugo,selumetinib,1632,mg,65,suppository
Kovaltry,antihemophilic_factor_(recombinant),1633,mg,10,oral
Krazati,adagrasib,1634,mg,85,oral
Krystexxa_IV,pegloticase,1635,mg,21,oral
Kuvan,sapropterin_dihydrochloride,1636,mg,90,oral
Kyleena,levonorgestrel-releasing_intrauterine_system,1637,mg,37,oral
Kyprolis_Injection,carfilzomib,1638,mg,13,oral
Lamictal,lamotrigine,1639,mg,0,oral
Lamictal_ODT_(patient_titration_kits),lamotrigine,1640,mg,58,oral
Lamictal_Starter_Kits,lamotrigine,1641,mg,62,intravenous injection
Lamictal_XR,lamotrigine,1642,mg,77,suppository
LAMICTAL_XR_Patient_Titration_Kits,lamotrigine,1643,mg,16,oral
Lampit,nifurtimox_tablets,1644,mg,39,oral
Lamzede,velmanase_alfa-tycv_injection,1645,mg,20,oral
Lantus,insulin_glargine,1646,mg,26,oral
Lantus_(SoloStar_pen),insulin_glargine,1647,mg,17,oral
Lemtrada,alemtuzumab,1648,mg,7,oral
Lenvima,lenvatinib,1649,mg,89,oral
Leqvio,inclisiran_injection,1650,mg,99,oral
Letairis_Tablets,ambrisentan,1651,mg,89,intravenous injection
Leukine,sargramostim,1652,mg,45,suppository
Levemir,insulin_detemir_(rDNA)_injection,1653,mg,65,oral
Levoxyl,levothyroxine,1654,mg,55,oral
Lexiscan,regadenoson_injection,1655,mg,38,oral
Lialda,mesalamine,1656,mg,15,oral
Libtayo_injection,cemiplimab-rwlc,1657,mg,83,oral
Lincocin,lincomycin,1658,mg,69,oral
Linzess_Capsules,linaclotide,1659,mg,84,oral
Lioresal,baclofen_tablet,1660,mg,85,oral
Livalo,pitavastatin,1661,mg,30,intravenous injection
Livtencity,maribavir,1662,mg,84,suppository
LMX_Anesthetic_Cream_4%,lidocaine_topical,1663,mg,26,oral
Locametz,gallium_Ga_68_gozetotide,1664,mg,17,oral
Locoid_Lipocream,hydrocortisone,1665,mg,58,oral
Locoid_Lotion_.1%,hydrocortisone_butyrate,1666,mg,27,oral
Lokelma,sodium_zirconium_cyclosilicate,1667,mg,85,oral
Lomotil,diphenoxylate_hydrochloride/atropine_sulfate,1668,mg,89,oral
Lonsurf,trifluridine_and_tipiracil,1669,mg,50,oral
Lopid,gemfibrozil,1670,mg,30,oral
Lorbrena,lorlatinib,1671,mg,55,intravenous injection
Lotronex,alosetron_HCL,1672,mg,43,suppository
Lovenox,enoxaparin_sodium,1673,mg,71,oral
Lucemyra,lofexidine_tablet,1674,mg,92,oral
Lucentis,ranibizumab_injection,1675,mg,32,oral
Lumakras,sotorasib,1676,mg,71,oral
Lumigan,bimatoprost_ophthalmic_solution,1677,mg,83,oral
Lumoxiti,moxetumomab_pasudotox,1678,mg,58,oral
Lunsumio,mosunetuzumab-axgb,1679,mg,64,oral
Lupkynis,voclosporin,1680,mg,68,oral
Lupron_Depot,leuprolide_acetate,1681,mg,30,intravenous injection
Lupron_Depot_(ped),leuprolide_acetate_for_depot_supspension,1682,mg,90,suppository
Lutathera,lutetium_Lu_177_dotatate,1683,mg,5,oral
Luxiq,betamethasone_valerate,1684,mg,81,oral
Luxturna,voretigene_neparvovec-rzyl,1685,mg,51,oral
Luzu_Cream,luliconazole,1686,mg,15,oral
Lybalvi,olanzapone_and_samidorphan_tablet,1687,mg,1,oral
Lynparza,olaparib,1688,mg,61,oral
Lynparza_Capsule,olaparib,1689,mg,77,oral
Lyumjev,insulin_lispro-aabc_injection,1690,mg,17,oral
Lyvispah,baclofen,1691,mg,27,intravenous injection
M-M-R_ll,"measles,_mumps,_and_rubella_virus_vaccine_live",1692,mg,57,suppository
Malarone_tablets,atovaquone_and_proguanil_hcl,1693,mg,47,oral
Margenza,margetuximab-cmkb,1694,mg,18,oral
Mastisol,liquid_adhesive,1695,mg,36,oral
Mavenclad,cladribine_tablet,1696,mg,69,oral
Mavyret,glecaprevir/pibrentasvir,1697,mg,99,oral
Mayzent,siponimod,1698,mg,86,oral
Mekinist,trametinib,1699,mg,2,oral
Mektovi_tablets,binimetinib,1700,mg,96,oral
Menest,esterified_estrogens,1701,mg,82,intravenous injection
Menostar,estradiol_transdermal_system,1702,mg,76,suppository
MenQuadfi,meningococcal,1703,mg,18,oral
Mephyton_tablets,phytonadione,1704,mg,49,oral
Mepron_suspension,atovaquone,1705,mg,46,oral
Mepsevii,vestronidase_alfa-vjbk_injection,1706,mg,75,oral
Miacalcin,calcitonin-salmon,1707,mg,19,oral
Mirena,levonorgestrel-releasing_intrauterine_system,1708,mg,22,oral
Monjuvi,tafasitamab-cxix_injection,1709,mg,25,oral
Monoclate-P,Antihemophilic_Factor_(Human)_Factor_VIII:C_Pasteurized,1710,mg,18,oral
Monoferric,ferric_derisomaltose,1711,mg,62,intravenous injection
Monovisc,sodium_hyaluronate,1712,mg,0,suppository
Motegrity,prucalopride,1713,mg,82,oral
MoviPrep,"polyethylene_glycol_3350,_sodium_sulfate,_sodium_chloride,_potassium_chloride,_sodium_ascorbate,_and_ascorbic_acid_for_oral_solution",1714,mg,80,oral
Mozobil,plerixafor_injection,1715,mg,53,oral
Multaq,dronedarone_tablets,1716,mg,45,oral
Muse,Alprostadil,1717,mg,21,oral
Mvasi,bevacizumab-awwb,1718,mg,89,oral
Mycapssa_capsule,octreotide,1719,mg,99,oral
Mycobutin,rifabutin,1720,mg,75,oral
Mydayis,mixed_salts_of_a_single-entity_amphetamine_product,1721,mg,54,intravenous injection
Myfembree,"relugolix,_estradiol,_and_norethindrone_acetate",1722,mg,40,suppository
Mylotarg,gemtuzumab,1723,mg,71,oral
Myobloc_Injection,rimabotulinumtoxinB,1724,mg,7,oral
Myrbetriq,mirabegron,1725,mg,62,oral
Mytesi_tablet;_delayed-release,crofelemer,1726,mg,61,oral
Naglazyme,galsulfase,1727,mg,23,oral
Namenda,memantine_hcl,1728,mg,25,oral
Namenda_XR_capsule,memantine,1729,mg,54,oral
Namzaric_Capsules,memantine_hydrochloride_extended-_release_and_donepezil__hydrochloride,1730,mg,66,oral
Nardil,phenelzine_sulfate,1731,mg,91,intravenous injection
Natazia,estradiol_valerate_and_estradiol_valerate/dienogest,1732,mg,48,suppository
Natrelle,breast_implant,1733,mg,53,oral
Nayzilam,midazolam,1734,mg,64,oral
Neocate,medical_food,1735,mg,72,oral
NeoProfen_Injection,ibuprofen_lysine,1736,mg,93,oral
Nepro_with_Carb_Steady,Nepro,1737,mg,30,oral
Nerlynx,neratinib_maleate,1738,mg,28,oral
Nesina,alogliptin,1739,mg,35,oral
Netspot,gallium_Ga_68_dotatate,1740,mg,15,oral
Neudexta,dextromethorpan_hydrobromide/quinidine_sulfate,1741,mg,29,intravenous injection
Neulasta,pegfilgrastim,1742,mg,54,suppository
Neulasta_Onpro,pegfilgrastim,1743,mg,61,oral
Neupogen,filgrastim,1744,mg,82,oral
Neupro_Transdermal_System,rotigotine,1745,mg,85,oral
Nexavar,sorafenib,1746,mg,68,oral
Nicotrol,nicotine,1747,mg,75,oral
Ninlaro,ixazomib,1748,mg,67,oral
Nitrostat,nitroglycerin,1749,mg,11,oral
Nityr,nitisinone_tablet,1750,mg,67,oral
Nivestym,filgrastim-aafi,1751,mg,27,intravenous injection
Norditropin_FlexPro_Injection,somatropin_(rDNA_origin),1752,mg,75,suppository
Noritate_Cream,metronidazole,1753,mg,47,oral
Norpace,disopyramide,1754,mg,98,oral
Norvir_Tablets,ritonavir_tablets,1755,mg,56,oral
Nourianz,istradefylline_tablet,1756,mg,24,oral
Novoeight_vial,antihemophilic_factor_(recombinant)_vial,1757,mg,35,oral
NovoFine_30G,needles,1758,mg,63,oral
Novolin_70/30_Vials,insulin_(rDNA),1759,mg,57,oral
Novolin_N_Vials,70%_NPH/30%_regular_human_insulin_(rDNA),1760,mg,69,oral
Novolin_R_Vials,"regular,_human_insulin_injection_(rDNA)",1761,mg,66,intravenous injection
NovoLog,insulin_analog_injection,1762,mg,26,suppository
NovoLog_Mix_70/30,insulin_analog_injection,1763,mg,71,oral
NovoSeven_RT_injection,coagulation_factor_viia_(recombinant),1764,mg,37,oral
Noxafil,posaconazole,1765,mg,64,oral
Nplate,romiplostim,1766,mg,99,oral
Nubeqa,darolutamide,1767,mg,77,oral
Nucala,mepolizumab,1768,mg,13,oral
Nulibry,fosdenopterin,1769,mg,76,oral
Nulojix,belatacept,1770,mg,3,oral
Nuplazid,pimavanserin,1771,mg,68,intravenous injection
NuShield,wound_dressing,1772,mg,50,suppository
Nutropin_AQ,somatropin_(rDNA)_injection,1773,mg,1,oral
Nuzyra,omadacycline,1774,mg,86,oral
Obizur,Antihemophilic_Factor_(Recombinant),1775,mg,29,oral
Ocaliva,obeticholic_acid_tablet,1776,mg,64,oral
Ocrevus,ocrelizumab,1777,mg,37,oral
Odefsey,emtricitabine/rilpivirine/tenofovir_alafenamide,1778,mg,28,oral
Odomzo,sonidegib,1779,mg,70,oral
Ofev_Capsule,nintedanib,1780,mg,17,oral
Ogivri,trastuzumab-dkst_injection,1781,mg,23,intravenous injection
Olumiant,baricitinib,1782,mg,42,suppository
Olux,clobetasol_propionate,1783,mg,64,oral
Omidria_solution,phenylephrine/ketorolac_tromethamine_solution,1784,mg,31,oral
Omnitrope,somatropin_[rDNA_origin]_for_injection,1785,mg,69,oral
Oncaspar,pegaspargase,1786,mg,89,oral
Onexton_Gel,clindamycin_phosphate_and_benzoyl_peroxide,1787,mg,21,oral
Ongentys_capsule,opicapone,1788,mg,52,oral
Onglyza,saxagliptin,1789,mg,95,oral
Onivyde_injection,irinotecan_liposome,1790,mg,81,oral
Onpattro,patisiran,1791,mg,45,intravenous injection
Ontruzant,trastuzumab-dttb_injection;_iv,1792,mg,42,suppository
Onureg,azacitidine_tablet,1793,mg,26,oral
Opdivo_Yervoy,nivolumab_ipilimumab,1794,mg,54,oral
Opdivo_Injection,nivolumab,1795,mg,84,oral
Opdualag,nivolumab_and_relatlimab-rmbw,1796,mg,57,oral
Opsumit_Tablet,macitentan,1797,mg,99,oral
Opzelura_cream,ruxolitinib_cream;_topical,1798,mg,56,oral
Orbactiv,oritavancin,1799,mg,51,oral
Orencia,abatacept,1800,mg,32,oral
Orenitram_tablet;_extended_release,treprostinil,1801,mg,51,intravenous injection
Orfadin,nitisinone,1802,mg,12,suppository
Orgovyx,relugolix,1803,mg,46,oral
Oriahnn,elagolix/estradiol/norethindrone_acetate_and_elagolix,1804,mg,75,oral
Orilissa,elagolix,1805,mg,13,oral
Orkambi,lumacaftor/ivacaftor,1806,mg,18,oral
Orladeyo,berotralstat,1807,mg,89,oral
Orserdu,elacestrant,1808,mg,23,oral
Orthovisc,hyaluronan,1809,mg,33,oral
Oseni,alogliptin_and_pioglitazone,1810,mg,33,oral
Osmolex_ER,amantadine,1811,mg,67,intravenous injection
Osmolite_1_Cal,Osmolite_1_Cal,1812,mg,97,suppository
Osmolite_1.2_Cal,Osmolite_1.2_Cal,1813,mg,0,oral
Osmolite_1.5_Cal,Osmolite_1.5_Cal,1814,mg,62,oral
Otezla_Tablet,apremilast,1815,mg,1,oral
Oxbryta,voxelotor,1816,mg,74,oral
Oxervate,cenegermin-BKBJ_ophthalmic_solution,1817,mg,5,oral
Oxlumo_injection;_subcutaneous,lumasiran_injection,1818,mg,26,oral
Oxtellar_XR_Tablet,oxcarbazepine,1819,mg,32,oral
Ozempic,semaglutide,1820,mg,37,oral
Ozurdex,dexamethasone_intravitreal_implant_0.7mg,1821,mg,42,intravenous injection
Padcev,enfortumab_vedotin-ejfv,1822,mg,38,suppository
Palforzia,archis_hypogaea,1823,mg,35,oral
Palynziq,pegvaliase-pqpz,1824,mg,20,oral
Panhematin_Injection,hemin,1825,mg,71,oral
Parsabiv,etelcalcetide,1826,mg,42,oral
PediaSure,PediaSure,1827,mg,55,oral
PediaSure_1.5_cal,pediasure_1.5_cal,1828,mg,57,oral
PediaSure_Enteral_1.0_Cal,PediaSure_Enteral_1.0_Cal,1829,mg,58,oral
PediaSure_Enteral_Formula_with_Fiber,PediaSure_Enteral_Formula_with_Fiber,1830,mg,31,oral
PediaSure_Harvest,pediasure_harvest,1831,mg,12,intravenous injection
PediaSure_Peptide_1.0_cal,PediaSure_Peptide_1.0_cal,1832,mg,59,suppository
PediaSure_Peptide_1.5_cal,PediaSure_Peptide_1.5_cal,1833,mg,84,oral
PediaSure_with_Fiber,PediaSure_with_Fiber,1834,mg,87,oral
Pemazyre,pemigatinib,1835,mg,72,oral
Pentacel,"Diptheria_and_Tetanus_Toxoids_and_Acellular_Pertussis_Adsorbed,_Inactivated_Poliovirus_and_Haemophilus_b_Conjugate_(Tetanus_Toxoid_Conjugate)_Vaccine",1836,mg,23,oral
Pentasa,mesalamine,1837,mg,35,oral
Perative,Perative,1838,mg,52,oral
Perforomist,formoterol_fumarate,1839,mg,96,oral
PERJETA,pertuzumab,1840,mg,4,oral
Pertzye_capsule,amylase/lipase/pancrelipase/protease,1841,mg,84,intravenous injection
Pfizerpen,penicillin_G_potassium,1842,mg,94,suppository
Phenex-1_Powder,Phenex-1_Powder,1843,mg,63,oral
Phenex-2_Powder,Phenex-2_Powder,1844,mg,18,oral
Phesgo,"pertuzumab,_trastuzumab,_and_hyaluronidase-zzxf",1845,mg,70,oral
